Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,32.9,29,37,29.0 - 37.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,31.6,30.1,33,30.1 - 33.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,35.7,34.5,37,34.5 - 37.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,27.4,26.6,28.1,26.6 - 28.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,28.1,24.1,32.4,24.1 - 32.4,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,22.9,21.6,24.2,21.6 - 24.2,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,26,24.8,27.1,24.8 - 27.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,15.3,14.6,16,14.6 - 16.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,28.9,25.6,32.4,25.6 - 32.4,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,27.2,26,28.5,26.0 - 28.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,31.4,30.4,32.5,30.4 - 32.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,23.2,22.6,23.9,22.6 - 23.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Feb 23 - Mar 1, 2022",02/23/2022,2022-03-01,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,35.1,31.2,39.2,31.2 - 39.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,32.1,30.7,33.5,30.7 - 33.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,36,34.9,37.1,34.9 - 37.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,2022-03-14,26,25.2,26.8,25.2 - 26.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,28.3,24.5,32.3,24.5 - 32.3,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,23.4,21.6,25.2,21.6 - 25.2,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,26.1,25,27.3,25.0 - 27.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,14.8,14.1,15.5,14.1 - 15.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,32,26.9,37.3,26.9 - 37.3,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,27.1,25.4,28.7,25.4 - 28.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,31,29.8,32.3,29.8 - 32.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,22,21.2,22.8,21.2 - 22.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,39.5,34.5,44.7,34.5 - 44.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,31.5,29.5,33.5,29.5 - 33.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,35.5,34.2,36.7,34.2 - 36.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,2022-04-11,24.5,23.7,25.4,23.7 - 25.4,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,25.8,21,31.2,21.0 - 31.2,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,24.2,22.5,25.9,22.5 - 25.9,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,26.9,25.7,28.2,25.7 - 28.2,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,14.8,14.1,15.6,14.1 - 15.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,31.1,26.8,35.7,26.8 - 35.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,26.8,25,28.6,25.0 - 28.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,31.7,30.5,33,30.5 - 33.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,21.2,20.3,22,20.3 - 22.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,36.4,31.3,41.7,31.3 - 41.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,31.5,29.7,33.3,29.7 - 33.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,36.6,35.3,37.8,35.3 - 37.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,2022-05-09,23.9,23,24.8,23.0 - 24.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,30.4,25.3,35.8,25.3 - 35.8,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,25.3,23.8,26.9,23.8 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,26.1,24.9,27.3,24.9 - 27.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,14.8,14.1,15.5,14.1 - 15.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,36.3,30.6,42.2,30.6 - 42.2,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,30.4,28.7,32.1,28.7 - 32.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,32.4,31.2,33.6,31.2 - 33.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,22.7,21.9,23.5,21.9 - 23.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"May 25 - May 31, 2022",05/25/2022,2022-05-31,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,39.6,33.9,45.5,33.9 - 45.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,35.1,33.3,36.8,33.3 - 36.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,36.9,35.6,38.1,35.6 - 38.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,2022-06-13,25.6,24.8,26.4,24.8 - 26.4,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,30.2,26,34.7,26.0 - 34.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,25.8,24.3,27.4,24.3 - 27.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,27.5,26.2,28.7,26.2 - 28.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,15.6,14.9,16.2,14.9 - 16.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,33.7,29.1,38.5,29.1 - 38.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,29.5,28.1,30.9,28.1 - 30.9,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,33.4,32,34.8,32.0 - 34.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,23,22.1,23.9,22.1 - 23.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,39,34.5,43.7,34.5 - 43.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,35.3,33.7,36.9,33.7 - 36.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,38.1,36.7,39.4,36.7 - 39.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,2022-07-11,25.9,25.1,26.8,25.1 - 26.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,31.5,26.1,37.3,26.1 - 37.3,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,24.1,22.2,26,22.2 - 26.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,25.7,24.5,26.8,24.5 - 26.8,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,14.7,14,15.4,14.0 - 15.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,40.4,34.4,46.6,34.4 - 46.6,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,28.8,26.8,30.9,26.8 - 30.9,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,31.8,30.6,33,30.6 - 33.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,22.1,21.2,23.1,21.2 - 23.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,44.7,38.9,50.6,38.9 - 50.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,33.2,31.2,35.2,31.2 - 35.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,36.6,35.3,38,35.3 - 38.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,2022-08-08,24.8,23.8,25.7,23.8 - 25.7,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,33.2,28.3,38.4,28.3 - 38.4,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,26.7,24.9,28.5,24.9 - 28.5,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,28.8,27.6,30.1,27.6 - 30.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,15.9,15.1,16.9,15.1 - 16.9,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,36.3,31.6,41.1,31.6 - 41.1,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,32.7,30.8,34.6,30.8 - 34.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,37.4,36,38.7,36.0 - 38.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,24.6,23.8,25.4,23.8 - 25.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Aug 24 - Sep 13, 2022",08/24/2022,2022-09-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,42.3,37.3,47.5,37.3 - 47.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,37.8,35.9,39.8,35.9 - 39.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,42,40.7,43.4,40.7 - 43.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,27.5,26.6,28.4,26.6 - 28.4,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,33.7,28.2,39.5,28.2 - 39.5,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,29,26.8,31.3,26.8 - 31.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,29.1,27.8,30.4,27.8 - 30.4,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,16,15.1,17,15.1 - 17.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,35.6,30.1,41.3,30.1 - 41.3,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,32.8,30.7,35,30.7 - 35.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,35.8,34.3,37.4,34.3 - 37.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,24.5,23.4,25.6,23.4 - 25.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,41.5,35.3,47.9,35.3 - 47.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,38.6,36.1,41.1,36.1 - 41.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,41.2,39.6,42.7,39.6 - 42.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,27.8,26.6,29,26.6 - 29.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,30.6,25,36.7,25.0 - 36.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,27,25.1,29,25.1 - 29.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,27.7,26.8,28.6,26.8 - 28.6,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,15.9,15.4,16.5,15.4 - 16.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,37.6,32.2,43.2,32.2 - 43.2,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,32.1,30.1,34.1,30.1 - 34.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,35.8,34.6,37,34.6 - 37.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,24.6,23.8,25.4,23.8 - 25.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,45,39.1,51,39.1 - 51.0,NA
