Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,31.4,30.6,32.3,30.6 - 32.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,35.1,33.2,37.1,33.2 - 37.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,24.3,21.4,27.4,21.4 - 27.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,45.4,41.7,49.1,41.7 - 49.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,42.8,40.7,45,40.7 - 45.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,35.8,34.8,36.8,34.8 - 36.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,41.3,39.3,43.4,39.3 - 43.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,28.6,25.5,31.9,25.5 - 31.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,9,"June 25 - June 30, 2020",06/25/2020,2020-06-30,49.6,45.9,53.2,45.9 - 53.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,30.9,29,32.8,29.0 - 32.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,26,25.3,26.7,25.3 - 26.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,29.9,27.5,32.3,27.5 - 32.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,25,22.2,28,22.2 - 28.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,35.6,32.3,39,32.3 - 39.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,37.1,34.8,39.4,34.8 - 39.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,32.9,32,33.8,32.0 - 33.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,34,31.9,36.2,31.9 - 36.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,29.9,26.4,33.7,26.4 - 33.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,43.3,39.5,47.1,39.5 - 47.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,43.4,41.1,45.6,41.1 - 45.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,37.2,36.3,38.1,36.3 - 38.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,40.6,38.3,42.9,38.3 - 42.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,36.6,32.7,40.6,32.7 - 40.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,10,"July 2 - July 7, 2020",07/02/2020,2020-07-07,47.7,43.9,51.5,43.9 - 51.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,31,28.5,33.6,28.5 - 33.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,26.6,25.8,27.4,25.8 - 27.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,30,28,32,28.0 - 32.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,26.4,22.2,30.9,22.2 - 30.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,36.1,32.3,40,32.3 - 40.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,39.3,36.2,42.4,36.2 - 42.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,34.1,33.2,35.1,33.2 - 35.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,36.9,34.7,39.1,34.7 - 39.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,30.2,26.2,34.4,26.2 - 34.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,46.2,42.3,50.1,42.3 - 50.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,44,41,47,41.0 - 47.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,38.5,37.5,39.4,37.5 - 39.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,42.7,40.3,45,40.3 - 45.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,36.5,31.8,41.3,31.8 - 41.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,11,"July 9 - July 14, 2020",07/09/2020,2020-07-14,51.2,47.5,54.9,47.5 - 54.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,34.2,31.8,36.7,31.8 - 36.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,27.7,26.8,28.6,26.8 - 28.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,32.1,29.7,34.6,29.7 - 34.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,30.5,26.9,34.2,26.9 - 34.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,33,29,37.2,29.0 - 37.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,41.9,39.4,44.4,39.4 - 44.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,34.2,33.4,35.1,33.4 - 35.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,35.8,33.4,38.3,33.4 - 38.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,35,31,39.2,31.0 - 39.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,43.8,39.8,47.9,39.8 - 47.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,46.3,43.7,48.9,43.7 - 48.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,38.8,38,39.7,38.0 - 39.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,42.6,40.3,44.9,40.3 - 44.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,40.3,36.6,44,36.6 - 44.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,12,"July 16 - July 21, 2020",07/16/2020,2020-07-21,48.8,44.8,52.8,44.8 - 52.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,28.5,26.8,30.1,26.8 - 30.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,23.2,22.6,23.8,22.6 - 23.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,26.2,24.1,28.4,24.1 - 28.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,20.8,18.8,22.9,18.8 - 22.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,30.3,27.4,33.4,27.4 - 33.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,33.3,31.3,35.5,31.3 - 35.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,31.2,30.6,31.8,30.6 - 31.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,30.8,28.9,32.7,28.9 - 32.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,25.1,23,27.4,23.0 - 27.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,37.1,34.6,39.7,34.6 - 39.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,40.2,38,42.3,38.0 - 42.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,35.4,34.8,35.9,34.8 - 35.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,37.7,35.7,39.8,35.7 - 39.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,30.5,28.2,32.8,28.2 - 32.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,43.1,40.2,46.1,40.2 - 46.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,28.9,27.5,30.5,27.5 - 30.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,22.7,22,23.3,22.0 - 23.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,28.5,26.7,30.4,26.7 - 30.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,19.1,17.3,21,17.3 - 21.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,31.4,28.6,34.4,28.6 - 34.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,35.9,34.1,37.8,34.1 - 37.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,30.4,29.7,31.2,29.7 - 31.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,33,31.1,35,31.1 - 35.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,21.5,19.5,23.5,19.5 - 23.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,42.1,38,46.3,38.0 - 46.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,42,40.1,43.8,40.1 - 43.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,34.4,33.6,35.2,33.6 - 35.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,38.6,36.7,40.4,36.7 - 40.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,27.4,25.3,29.5,25.3 - 29.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,47.8,43.9,51.7,43.9 - 51.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,31,28.6,33.4,28.6 - 33.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,23.4,22.8,24,22.8 - 24.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,25.8,23.8,27.8,23.8 - 27.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,21,18.7,23.5,18.7 - 23.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,31.4,28.5,34.4,28.5 - 34.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,38.5,36.1,40.9,36.1 - 40.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,31.4,30.9,32,30.9 - 32.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,32,29.7,34.3,29.7 - 34.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,25,22.4,27.8,22.4 - 27.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,39.6,36.8,42.4,36.8 - 42.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,44.4,41.9,46.8,41.9 - 46.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,35.6,34.9,36.2,34.9 - 36.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,37.4,35.2,39.7,35.2 - 39.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,30.1,27.5,32.7,27.5 - 32.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,44.4,41.4,47.4,41.4 - 47.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,31.5,28.9,34.2,28.9 - 34.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,23.3,22.7,23.9,22.7 - 23.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,29.2,27.1,31.4,27.1 - 31.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,19,17.1,21.1,17.1 - 21.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,33.6,30.4,37,30.4 - 37.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,36.4,33.7,39.2,33.7 - 39.2,NA
